user_id,attr,review_frequency,review_count,review1,review2,review3,review4,review5
1344,1,0.007901065,23,6,6,2,3,6
1346,1,0.000775194,1,-1,-1,-1,-1,-1
1347,1,0.013415893,52,31,12,0,3,6
1351,1,0.059080963,27,25,0,0,1,1
1355,1,0.014298481,32,2,16,6,0,8
1356,1,0.003205128,10,0,0,3,4,3
1365,1,0.010703364,28,15,1,0,0,12
1372,1,0.010224949,25,0,0,3,17,5
1373,1,0.017186135,59,38,16,0,0,5
1374,1,0.414270869,1196,403,298,350,107,38
1375,1,0.128006206,330,99,79,56,76,20
1377,1,0.004300048,9,0,0,5,2,2
1394,1,0.02244898,22,0,0,2,0,20
1406,1,0.023036254,61,4,0,9,2,46
1407,1,0.009365688,22,1,7,5,2,7
1408,1,0.001937984,5,1,2,0,0,2
1409,1,0.01369863,10,2,6,0,0,2
1411,1,0.023435182,79,5,0,3,38,33
1415,1,0.009552923,25,0,0,6,0,19
1441,1,0.006925625,23,0,0,0,15,8
1442,1,0.025741466,92,46,2,0,15,29
1446,1,0.011659193,13,0,0,3,0,10
1448,1,0.028923862,68,0,0,23,27,18
1449,1,0.011143539,42,0,2,15,12,13
1450,1,0.022752193,83,0,9,39,22,13
1451,1,0.013824885,30,0,6,3,7,14
1452,1,0.007387247,19,2,12,2,0,3
1458,1,0.093463472,316,0,0,191,96,29
1468,1,0.003106796,8,0,0,0,0,8
1469,1,0.002131742,10,0,5,3,1,1
1470,1,0.025584473,58,31,10,10,4,3
1471,1,0.013445378,16,0,0,7,3,6
1473,0,0.002106002,6,0,0,0,0,6
1474,1,0.028856063,84,1,14,55,9,5
1480,1,0.188231934,659,649,3,4,1,2
1482,1,0.006989247,13,0,0,8,0,5
1484,1,0.291981477,1198,523,261,154,118,142
1494,1,0.016200295,44,2,20,0,0,22
1495,1,0.005022831,11,0,1,3,3,4
1496,1,0.002456248,8,2,1,0,2,3
1502,1,0.069020021,131,74,10,13,3,31
1504,1,0.003649635,4,0,0,0,0,4
1508,1,0.011230697,24,0,0,3,18,3
1510,1,0.07335108,248,64,56,42,45,41
1512,1,0.012064965,26,18,0,2,1,5
1517,1,0.0202977,60,0,2,22,24,12
1518,1,0.009758364,21,2,0,8,6,5
1520,1,0.009691935,28,0,3,6,11,8
1523,1,0.151523546,547,134,284,70,32,27
1535,1,0.042652027,101,0,21,35,30,15
1537,0,0.209876543,17,0,0,0,0,17
1542,0,0.002878526,5,0,0,0,0,5
1543,1,0.008311688,16,12,0,0,2,2
1546,1,0.199288256,224,22,91,52,42,17
1549,1,0.013116474,25,0,1,14,9,1
1553,1,0.002715283,7,1,0,3,2,1
1558,1,0.007646095,14,0,0,0,7,7
1566,1,0.101685067,175,70,55,27,22,1
1567,1,0.020041879,67,40,9,9,3,6
1570,1,0.002314815,2,0,0,0,0,2
1582,1,0.05223411,83,10,29,21,13,10
1588,1,0.008706869,27,6,0,5,15,1
1591,1,0.019838354,27,0,0,0,14,13
1597,1,0.003641178,11,0,0,0,4,7
1600,1,0.009815951,24,0,0,4,17,3
1601,1,0.001013942,4,0,0,0,0,4
1602,0,0.004599463,12,0,1,5,4,2
1604,1,0.003517749,11,0,0,7,3,1
1609,1,0.014508929,26,0,15,5,4,2
1613,1,0.427083333,246,75,74,44,35,18
1627,1,0.020725389,12,7,4,0,0,1
1638,1,0.180796253,386,8,6,113,153,106
1641,1,0.025627045,47,15,1,12,12,7
1642,1,0.004440497,15,0,0,9,5,1
1643,1,0.002453988,2,1,0,0,0,1
1646,1,0.065273194,178,0,2,14,8,154
1647,1,0.080576307,151,34,87,15,7,8
1650,1,0.00445705,11,1,0,0,6,4
1657,1,0.012335958,47,1,17,7,5,17
1658,1,0.024539877,80,0,12,26,11,31
1661,1,0.070953437,128,55,66,2,4,1
1662,1,0.022807018,78,9,9,14,27,19
1667,1,0.027056277,75,22,10,11,6,26
1669,1,0.076716532,200,0,0,96,84,20
1671,1,0.08715457,287,85,62,63,51,26
1672,1,0.026607539,12,0,0,0,1,11
1674,1,0.003213368,5,0,0,0,0,5
1677,1,0.010318949,33,13,8,0,2,10
1678,1,0.170347003,54,18,7,4,13,12
1695,1,0.007150153,14,7,6,0,0,1
1701,1,0.109391125,318,19,171,118,9,1
1702,1,0.011697979,33,2,10,9,11,1
1707,1,0.014100719,49,0,0,22,9,18
1708,1,0.022077452,61,2,3,9,31,16
1712,1,0.006289308,5,2,0,0,0,3
1714,1,0.011989509,32,0,18,11,1,2
1717,1,0.011011011,33,0,1,7,21,4
1725,1,0.002849905,9,5,2,1,0,1
1729,1,0.008948546,16,0,0,9,3,4
1731,1,0.001244091,5,3,1,0,0,1
1733,1,0.014696877,24,0,1,8,9,6
1735,1,0.013085053,52,0,18,8,14,12
1740,1,0.011422895,46,14,5,0,15,12
1750,1,0.005749487,14,0,0,0,0,14
1761,1,0.025155666,101,13,32,21,34,1
1767,1,0.009164611,26,0,0,0,11,15
1768,1,0.00989819,35,11,13,2,5,4
1772,1,0.021255061,84,13,19,11,15,26
1773,1,0.237829803,640,441,164,20,8,7
1775,0,-1,1,-1,-1,-1,-1,-1
1777,1,0.005058169,10,0,6,1,0,3
1780,1,0.011353451,38,28,8,0,1,1
1788,1,0.024599766,63,12,27,17,0,7
1789,1,0.018251681,19,1,11,1,3,3
1790,1,0.00984252,10,1,0,0,2,7
1793,1,0.006335445,19,0,0,0,10,9
1795,1,0.006463527,14,0,0,6,2,6
1799,1,0.031238095,82,0,32,9,17,24
1800,1,0.010438413,20,0,0,8,8,4
1804,1,0.006949525,19,0,2,13,0,4
1807,1,0.050048123,104,0,1,50,22,31
1816,1,0.043902439,63,6,9,14,16,18
1819,1,0.121085595,290,46,142,74,20,8
1822,1,0.005722461,4,1,1,1,0,1
1827,1,0.09587217,288,1,131,71,50,35
1829,1,0.039693279,88,87,0,0,0,1
1830,1,0.004842615,2,0,0,0,0,2
1835,1,0.039421338,109,1,4,71,23,10
1837,1,0.154703833,222,43,39,133,2,5
1848,1,0.000976563,1,-1,-1,-1,-1,-1
1852,1,0.007658202,19,0,1,6,2,10
1859,1,0.022908367,46,6,0,2,9,29
1869,1,0.054196346,175,51,82,14,14,14
1875,1,0.031410256,49,4,31,0,0,14
1881,1,0.075353218,240,13,76,26,80,45
1888,1,0.069688385,123,0,0,43,46,34
1889,1,0.005725191,9,0,0,0,0,9
1903,1,0.027150702,89,0,0,34,53,2
1907,1,0.010842158,43,4,4,14,16,5
1914,1,0.002970297,3,0,0,0,0,3
1915,1,0.006750807,23,1,6,4,0,12
1925,1,0.297661514,751,319,147,27,180,78
1942,1,0.009124088,5,0,0,0,0,5
1946,0,0.002012072,3,0,0,0,0,3
1952,1,0.027079304,98,0,0,4,48,46
1953,1,0.002436054,8,0,0,0,0,8
1954,1,0.004222973,10,0,0,0,7,3
1957,1,0.245583651,709,80,229,163,89,148
1960,1,0.002371274,7,0,1,3,2,1
1964,1,0.003828973,12,0,0,1,8,3
1969,1,0.062240664,135,50,43,17,17,8
1971,1,0.232515337,758,261,166,119,123,89
1981,1,0.018779343,28,12,13,1,0,2
1982,1,0.018793706,43,0,18,12,10,3
1993,1,0.028401283,62,2,0,3,13,44
1994,1,0.003328402,9,0,2,5,0,2
1997,1,0.010236724,16,2,1,9,0,4
2000,1,0.008495146,7,0,0,0,0,7
2001,1,0.00390625,12,5,0,5,0,2
2004,1,0.02666999,107,37,19,18,26,7
2005,1,0.014318011,38,2,11,18,5,2
2011,1,0.089413448,125,17,84,13,3,8
2018,1,0.04446461,98,11,30,32,7,18
2019,1,0.003924133,6,0,0,5,0,1
2020,1,0.016426416,49,28,0,3,17,1
2038,1,0.003787879,3,0,0,0,0,3
2041,1,0.083766234,258,3,168,49,21,17
2043,1,0.041109969,40,4,5,0,10,21
2044,1,0.066282421,253,93,101,22,14,23
2047,1,0.01283199,43,2,1,7,16,17
2058,1,0.027959698,111,0,22,21,35,33
2059,1,0.008980301,31,0,0,0,13,18
2069,1,0.042280589,132,0,0,20,73,39
2074,1,0.002220577,6,0,0,0,0,6
2082,1,0.01965372,42,0,19,1,11,11
2084,1,0.042944785,14,4,0,0,1,9
2085,1,0.00052687,1,-1,-1,-1,-1,-1
2087,1,0.043627619,127,13,1,0,62,51
2090,1,0.013815522,34,0,0,0,28,6
2099,1,0.009467456,24,0,8,7,4,5
2112,1,0.007441091,18,0,0,3,12,3
2114,1,0.021360759,54,5,28,18,0,3
2135,1,0.158299412,350,114,74,79,46,37
2136,1,0.081433225,100,12,2,44,14,28
2137,0,0.015165031,17,7,4,3,1,2
2138,1,0.026894866,22,8,0,0,13,1
2140,1,0.003361345,6,2,0,1,1,2
2141,1,0.041697692,112,2,31,43,26,10
2145,1,0.016641452,22,11,0,3,3,5
2148,1,0.014157973,57,0,40,1,11,5
2150,1,0.007092199,1,-1,-1,-1,-1,-1
2159,1,0.025967894,55,0,47,0,7,1
2177,1,0.021876519,45,3,32,2,6,2
2180,1,0.002574003,6,0,0,0,0,6
2181,1,0.024165202,55,5,4,14,21,11
2182,1,0.069204152,100,12,71,10,0,7
2184,1,0.018228558,78,1,17,16,16,28
2186,1,0.002639916,10,0,0,0,7,3
2187,1,0.012413793,45,26,4,10,0,5
2189,1,0.094525035,202,0,4,62,79,57
2191,1,0.026526316,63,0,0,22,16,25
2196,1,0.061678832,169,0,1,4,68,96
2203,1,0.00317013,9,1,3,4,0,1
2207,1,0.048686739,76,2,19,28,14,13
2209,1,0.148563078,305,0,0,21,174,110
2214,1,0.009056244,19,2,2,0,10,5
2219,1,0.007429421,15,0,0,14,0,1
2222,1,0.018446602,19,8,2,0,8,1
2224,1,0.010878661,13,0,0,3,9,1
2226,1,0.003370787,6,4,1,0,0,1
2227,1,0.017127072,31,0,0,4,18,9
2231,1,0.011952191,24,1,0,3,11,9
2232,1,0.011480363,19,5,9,0,0,5
2238,1,0.006517017,9,6,0,0,2,1
2251,1,0.012119504,43,0,0,38,4,1
2252,1,0.003293085,6,0,0,0,2,4
2256,1,0.055079007,122,104,14,1,1,2
2281,1,0.014716188,21,0,6,5,0,10
2282,1,0.00952381,2,0,0,0,0,2
2283,1,0.011320755,21,12,0,2,0,7
2285,1,0.040816327,80,0,0,53,17,10
2287,1,0.017123288,25,0,0,9,7,9
2293,0,0.044801838,78,3,44,6,7,18
2301,1,0.00541028,12,4,5,0,0,3
2302,1,0.085048754,314,36,78,116,74,10
2309,1,0.019939804,53,32,0,10,10,1
2318,1,0.009975062,32,0,3,11,15,3
2319,1,0.003690037,12,0,0,0,5,7
2320,1,0.0642081,195,103,52,7,22,11
2322,1,0.011440108,17,0,1,7,4,5
